sha256,staffing_problem,confidence,primary_reason,evidence_staffing_cited,evidence_keywords_found,evidence_quotes,evidence_explanation
99653d5651c7828be223a241dcbb7bb449da99fe2289d6ffd604734a99abf896,False,high,not_staffing_related,False,[],[],"The narrative identifies a violation for insufficient recreational activities, but the cause is documented as behavioral management issues, lack of scheduled outdoor activities, and ineffective programming—not staffing levels. Youth and staff report that activities don't occur because staff time is diverted to de-escalating disruptive youth, but this is framed as a behavior management and scheduling problem, not an issue of having too few staff. No statements about understaffing, ratios, coverage gaps, or insufficient personnel are present."
99afddad4b92ac2b9ade5a603b8009db6143a40247a3bd8377cc9be8386c6ed0,False,high,not_staffing_related,False,[],[],"The report documents violations for failure to provide required information to a foster parent (human trafficking history) and insufficient documentation, but does not mention staffing levels, ratios, coverage gaps, or insufficient personnel. The cause is attributed to communication/documentation failures, not staffing."
99bd70148e71f89e02c49a80506a862a4e2dc70bd4bf91e93f4d03be1273f992,False,high,not_staffing_related,False,[],[],"The violation is explicitly about staff not wearing masks appropriately, not about insufficient staff numbers, ratios, or coverage. The narrative documents individual staff non-compliance with mask policy (e.g., ""she forgets sometimes to bring her mask"", ""he does remove his mask sometimes""), awareness of the policy, and available masks. No mention is made of understaffing, ratio deficiencies, shift gaps, or insufficient personnel as a cause or contributing factor."
9a054a7f447ba913eeec0e36a9dd4328d87f56d864bb2318d3be5f48ed04bae9,False,high,not_staffing_related,False,[],[],"The confirmed violation is 'The agency did not disclose all known information about a youth’s behaviors timely.' The investigation report attributes this to documentation failures and communication breakdowns during the placement process. There are no mentions of understaffing, insufficient personnel, coverage gaps, or failure to meet staffing ratios anywhere in the narrative. The violation is clearly linked to procedural and communication failures, not staffing levels."
9a2fde01c469cfbf5b4b5a43cf3ce85c6c7880c3529f9c7dcb1bb4bec80f8e5f,False,high,not_staffing_related,False,[],[],"The report documents multiple allegations and findings, but none cite staffing levels, ratios, or coverage gaps as a contributing factor. The primary established violation is for failure to provide annual refresher training to one specific staff member (Team Lead 2). The incident involving the physical altercation shows staff intervened within seconds, and the analysis specifically states the agency was found in compliance for providing supervision. Staffing is not mentioned as a cause for any violation."
9a50bf185e8c40c4a9b3db7723623c253a71cfe26089c26e5c3ac40cace5502f,True,high,general_insufficient_staff,True,"[""adequate staffing""]","[""\""we do not have adequate staffing to accommodate her, especially with a 1:1.\""""]","The facility's own email, submitted as evidence, explicitly cites inadequate staffing as a reason for refusing to accept the youth back into placement. This directly links a staffing shortage to the violation of their contractual obligation to continue care."
9a6b305a3a74c4486cbb59225b1a377aaaaf278510d457b11051d0551912bf7a,False,high,not_staffing_related,False,[],[],"The report documents a prohibited prone restraint during a youth altercation, but staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as a cause or contributing factor. The violation is attributed to a staff member's improper physical intervention technique, not a lack of available staff (multiple staff responded)."
9aaeea7b67092cba6f63fc6c901b5148152f2c055200392f32578d1486dc32cf,False,high,not_staffing_related,True,"[""sufficient number of staff"", ""sufficiency of staff""]","[""Staff 1 reported she was the only staff member working on the unit."", ""The licensee shall have a sufficient number of ... staff on duty ... to provide for the continual needs, protection, and supervision of residents.""]","The violation is cited under the rule for 'Sufficiency of staff,' and Staff 1's statement confirms she was the only staff on the unit. However, the analysis and conclusion tie the violation directly to Staff 1's failure to intervene and unsafe supervision practices, not to a lack of staff. The report attributes the incident to Staff 1's inadequate response and lack of training, not understaffing or a coverage gap."
9ab5a22d7cec53481139805c1d0648941d1eb5b278fed93e01dcd5e1fbda5e58,False,high,not_staffing_related,False,[],[],"The violations relate to a staff member showing tattoos inappropriately to youth and engaging in prohibited social media communication. The report details individual staff misconduct and policy violations. There is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as causes or contributing factors for these incidents."
9ac4813bf20f002e9dae52f41c4705b37a7ddf54f72edca45ba375e50e462229,False,high,not_staffing_related,False,[],[],"The violation concerns the chief administrator's failure to submit corrective action plans through the CWLM system and to provide required financial audits. The narrative documents technical issues with system access, passwords, and administrative compliance but contains no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as contributing factors. The root cause is administrative/technical, not staffing-related."
9ad90d8c48a415a91c122010fa880af655a47f2b2f40a77c779e1e9b4aa98c8a,True,medium,shift_coverage_gap,True,"[""lost their administrative help""]","[""LD responded and stated they lost their administrative help, and they would try to get the information to Consultant the same day.""]","The report documents a specific staffing issue - loss of administrative help - that directly contributed to the facility's inability to provide required training documentation. While the incident involves training record deficiencies rather than direct care provision, the staffing gap is cited as the reason for the violation. However, the link between this administrative gap and the incident is indirect, not involving direct care ratios or supervision."
9adf0115d47dd9ed8ede3afb6a786bd4d3a43fa17390b612e7f93d0c4fba7d01,False,high,not_staffing_related,False,[],[],"The violation involves a staff member entering a youth's bedroom, touching the youth's hair, and kissing her cheek without permission, in violation of physical contact and boundary policies. The report extensively documents policy violations, boundary crossings, and supervision failures, but nowhere mentions staffing levels, ratios, coverage gaps, or insufficient personnel as contributing factors. The cause is clearly attributed to individual misconduct and failure to follow established policies."
9ae10447eca092df74db20f4df8d255a91ec80ddff5091f40eba0d0f41acbc12,False,high,not_staffing_related,False,[],[],"The confirmed violations center on failures in medical follow-up (missed staple removal timeline), medication management (failure to refill on time), eligibility documentation, and service plan completion. Staffing levels, ratios, or coverage gaps are not cited as causes. The incident where 'No staff could be reached' at school was due to a specific worker being in a court hearing, and another worker was dispatched—this indicates a coverage contingency, not systemic understaffing. The primary causes documented are individual staff judgment, policy/procedure failures, and poor oversight, not insufficient personnel."
9af90fa715175202653d760e7abb2fa58c8700813c9bd747cd7f4b792f5b777b,False,high,not_staffing_related,False,[],[],"The report documents administrative and procedural failures, specifically the licensee's failure to submit required corrective action plans via the CWLM system and failure to implement a past plan. The narrative cites issues with system access, passwords, missed training, and failure to submit financial audits. No mentions of understaffing, ratio violations, coverage gaps, or insufficient personnel are made. The violations are purely related to administrative compliance and system use."
9b04996e0897b6bdffc60a801b835a8bed76f74f6d00b799b51005f5387354d0,True,medium,general_insufficient_staff,True,"[""due to staffing issues"", ""needed additional staff to be within ratio""]","[""Staff 2 does not typically work one on one with the youth as she does more of the medical appointment coordination but due to staffing issues Staff 2 worked that night."", ""she was called in to work the second shift on September 7, 2025, as the facility needed additional staff to be within ratio.""]","The report explicitly documents a staffing issue as a contributing factor. Staff 2, whose typical role was medical appointment coordination, was assigned to direct care duties due to a staffing issue, and her interview indicated she lacked proper knowledge of direct care policies and protocols. This directly linked an inadequately trained staff member covering a shift to the supervision failure. However, the link between this specific staffing condition and the missed checks is indirect, as the primary cause cited was staff not performing required duties and falsifying documentation."
9b5fde31cdbc51611fb25889903f3887340f871974a7f4aa7af2c64bc7ccf53f,False,high,not_staffing_related,False,[],[],"The report documents multiple violations related to policy/procedure non-compliance, lack of follow-through on clothing allowance requests, and failure to properly complete documentation. There is no mention of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as contributing factors. All issues appear to be related to individual worker performance, supervisor oversight, and process failures, not staffing levels."
9b8aead02ad08e5f76d0811415288100b6e3a49d36a0576f082bc051967491f3,False,high,not_staffing_related,False,[],[],"The report documents a restraint violation where a staff member placed hands on a youth's neck during an altercation. There is no mention of staffing levels, ratios, shift coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is attributed to the staff member's inappropriate physical intervention technique, not staffing issues."
9be597709e25e90625c2d09cf14ebb5976b1aa2748a065ca44879273b85b7b78,False,high,not_staffing_related,False,[],[],"The report documents an improper restraint incident and investigation. The narrative describes staff actions, training, policy violations, and individual conduct, but does not mention staffing levels, ratios, shift coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is attributed to failure to follow proper restraint procedures (Aegis model) and staff decision-making, not staffing shortages."
9c0438768b9a00ed169b563826746b53235e05f60ab3ebab1d7fb4ca49c8fcec,False,high,not_staffing_related,False,[],[],"The report documents two rule violations: (1) potential staff qualifications issue (not established) and (2) established violation of staff-client interaction policy where a team leader visited youth at a hospital during off-hours without employer approval. Staffing levels, ratios, coverage gaps, or insufficient personnel are never mentioned as contributing factors. The violations are attributed to individual conduct and policy compliance issues, not staffing problems."
9c7301bbc19801e32e4bb3e22ede5c273160e122b6f2a15ac082dd4d697be45f,False,high,not_staffing_related,False,[],[],"The report documents two violations: failure to perform variable interval checks (attributed to staff using the wrong form and not following procedure) and failure to document medication administration (attributed to a record-keeping oversight). No statements mention understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as a cause. The violations are attributed to procedural/documentation failures and individual staff actions."
9ca6f49e145805358ee8226471e2d7791bbd17a631eb97ebaa46b4d54aa5a3c8,True,high,ratio_or_minimum_not_met,True,"[""1 staff was not sufficient"", ""only direct care worker on duty"", ""not sufficient""]","[""Staff 1 was the only staff supervising four youth."", ""1 staff was not sufficient to provide for the needs, protection and supervision of these youth as required by this rule."", ""the 1 staff person supervising the 4 youth as they completed various activities is not sufficient.""]","The report explicitly states that Staff 1 was the only direct care worker on duty supervising four youth, which was insufficient to meet the required 'Sexual Acting Out Precautions' (SAO) that mandated direct observation/1:1 supervision for Youth B. The analysis directly cites rule R 400.4126 (Sufficiency of staff) and concludes that one staff member was not sufficient to provide the needed protection and supervision, making understaffing a primary cause of the violation."
9cb3fc5675302b281901747dda635a12ed022c8094756c5fca17962f7653c0b6,False,high,not_staffing_related,False,[],[],"The report documents two violations: improper physical intervention by a staff member and failure to make a timely child abuse report. The narrative describes multiple staff present during the incident, and the analysis attributes the violations to failure to follow training and policy, not to insufficient staffing levels, ratio deficiencies, or coverage gaps. Staffing is not mentioned as a cause or contributing factor."
9cbb24a81f0d1592f23faa2a002dff1f3e8c623927ac4aa04d7e2b3e79807d6c,False,high,not_staffing_related,False,[],[],"The report documents a restraint violation where staff initiated a restraint without a permissible reason (the youth was not self-harming, harming others, truanting, or destroying property). The narrative describes four staff members being present and involved in the incident, and no statements indicate insufficient staffing, ratio violations, coverage gaps, or understaffing as a factor. The violation is attributed to staff judgment and policy compliance, not staffing levels."
9db7f3031ddb3d16b8e7091f02eb86a56318c1682ff7ae77a0ff7b6e20391aa8,False,high,not_staffing_related,False,[],[],"The report documents a staff member using physical intervention and verbal abuse against a youth, but does not mention understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as factors. The violation is attributed to the staff member's failure to use proper de-escalation techniques despite training, and no staffing-related issues are cited as causes or contributing factors."
9db8039b7ea876049fdda0a05cca9db1a55d1ab78985678acc2e34d067c0da22,False,high,not_staffing_related,False,[],"[""Staff 1 had a lack of judgement while at the YMCA and he should have had the three youth stay with him during the check in process rather than letting them get changed on their own."", ""The facility is found in non-compliance as per interviews conducted and documentation reviewed, Staff 1 did not follow supervision requirements or youth safety plans, and as a result, two youth were left unsupervised and had sex on a community outing."", ""Staff 1 was provided corrective action, had a discussion/reminder with supervisor about already established safety plans, and was taken off the schedule until the investigation is complete.""]","The violation is attributed to a single staff member's failure to follow established supervision policies and youth safety plans, not to insufficient staffing levels or coverage gaps. The analysis specifically cites 'lack of judgement' and not following requirements. Staffing is mentioned only in a reviewed policy context (ratio of 4:1), but no evidence indicates this ratio was unmet or that understaffing contributed to the incident."
9df8a9eaa4f02a63324fdb221cb19dc28a2299a0f17ca0dbaf3cd47d3a8b5f7c,False,high,not_staffing_related,False,[],[],"The report thoroughly describes the incident, staff actions, and interviews but never mentions staffing levels, ratios, or coverage gaps as a factor. The violation is explicitly attributed to an individual staff member using an inappropriate restraint technique (placing hand/sleeve over the youth's mouth/nose) not taught by the facility's behavior management program. The recommended corrective action is retraining staff, not addressing staffing."
9e652d9f917deb7f249345a610d4732e5d82a71c3865b9e6e41e4ba731f4d6d8,False,low,not_staffing_related,False,[],[],"The established violations are related to policy breaches (sharing personal contact information, improper supervision during outings) and failure to follow mandated reporting procedures regarding suspected sexual harassment. The report documents individual staff misconduct and systemic training/oversight failures, but there is no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel as a cause or contributing factor for the violations."
9e963555e3817566a47506ad5388aaf84377021bba994edb47ab5d3b1f2f27be,False,high,not_staffing_related,False,[],[],"The report documents violations regarding failure to provide required services (substance abuse referrals, trauma assessments) and falsified documentation (cut-and-pasted contact narratives). No mention is made of insufficient staff, staffing ratios, coverage gaps, or understaffing as a cause. The root causes appear to be individual worker performance, poor supervision, and failure to follow procedures, not staffing levels."
9eacdf2e7e14d913d611b026f72db52446e701c8b52293cf2084785ec1d3c6f6,False,high,not_staffing_related,False,[],[],"The report documents two incidents involving staff misconduct and a youth-on-youth altercation. The confirmed violation involves a staff member antagonizing a youth, using profanity, and improperly restraining a youth. Staffing levels, ratios, coverage gaps, or insufficient personnel are never mentioned as contributing factors. The violation is attributed to individual staff behavior and failure to follow proper procedures, not to staffing issues."
9ed46a6292596e17227ea8f0739b28c9ccc5088093f8d662cf870e10e3682f19,False,high,not_staffing_related,False,[],[],"The investigation report does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor to the escape incident or lockdown notification violation. The primary findings relate to policy deficiencies (lockdown procedures) and supervision execution, with multiple staff and youth stating supervision was adequate at the time of the incident. The violation was established for failure to notify licensing of a lockdown within 24 hours and an incomplete lockdown policy, not due to staffing issues."
9efc311ecbbc9e98c26961c1fad1688f3df9a560f9dd37f06d0c69b2624a70fa,True,high,understaffed_at_incident_time,True,"[""shortage of staff"", ""due to the lack of staffing"", ""did not have the staffing"", ""Samaritas staff were not intervening"", ""staff standing around"", ""staff were afraid of the youth""]","[""Samaritas was having a shortage of staff (This is addressed in special investigation 2022C0103005)."", ""Additionally, due to the lack of staffing, the facility was unable to search Youth E\u2019s belongings as is required by the facility\u2019s Personal Property Policy, allowing him to have access to sharp objects that he used to self-harm."", ""PD stated they were not equipped to take nineteen Afghan youth in one day. They did not have the staffing.""]","The report explicitly cites understaffing as a direct cause of multiple violations. Staffing shortages are documented as preventing proper supervision (youth left alone, unsafe items not confiscated) and contributing to staff not intervening during youth crises (self-harm, property destruction). The analysis of the 'Sufficiency of staff' rule concludes non-compliance was due to lack of staffing during incidents."
9f2560be41eacbc8b89272bad33a174490b0025bb1ff305ed18dd9839207230a,False,high,not_staffing_related,False,[],[],"The report documents a confirmed violation involving an inappropriate sexual and personal relationship between a staff member and a youth, along with staff bringing contraband into the facility. The narrative details multiple supervisory interventions and training on boundary issues, but there is no mention of understaffing, failure to meet ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is attributed to individual staff misconduct and failure of supervision/training, not staffing levels."
9fe0b3df2aa53df0f67c2dabd1dea0f44fe25f111ab8b0fb12afe20ae2b7cdb1,False,high,not_staffing_related,False,[],[],"The report documents a policy violation where staff of the wrong gender conducted a safety check on a youth in the shower, contrary to facility policy. There is no mention of understaffing, insufficient personnel, coverage gaps, or failure to meet ratios as contributing factors. The report's technical assistance suggests policy review regarding same-gender staff availability, but does not state that unavailability was due to staffing shortages at the time of the incident."
a01095be3fe0213d1fb528cefe472b0dd7dcefbcd0e158ee3d7dca49d43316ff,True,high,ratio_or_minimum_not_met,True,"[""staff to student ratio"", ""only one \""regular\"" staff"", ""failed to maintain its' identified staff to resident ratio"", ""staffing ratio"", ""one \""regular\"" staff to 10 youth""]","[""The agency failed to maintain its' identified staff to resident ratio. The identified staff ratio is one to five. The staffing ratio during this incident was one \""regular\"" staff to 10 youth."", ""Staff 3 reported they have a 1:5 staff to student ratio and she was the only one working on the pod with Staff 1."", ""During the morning and second shift there was only one \""regular\"" staff supervising the youth.""]","The report explicitly documents a violation of Rule 400.4127 for failing to maintain the required 1:5 staff-to-resident ratio. During the incident, only one qualified staff member was supervising 10 youth, while the second staff member was a trainee in shadowing mode and not counted in the ratio. This direct violation of minimum staffing requirements is clearly cited as a deficiency."
a03dd132ea2fb3b47c3a3259c0ef70e15ec0a7d966488eb584d5207d17ef8f61,False,high,not_staffing_related,False,[],[],"The report documents a procedural violation regarding the failure to initiate a special investigation after learning a child was placed with foster parents without proper notice. The cause is attributed to agency oversight and miscommunication with DHHS, not staffing levels. There is no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel as a cause or contributing factor."
a0929bdf6e947c74af101c812f04baf693ea80b2a4768518c47c6f70dbb908a6,True,high,shift_coverage_gap,True,"[""former nurse left"", ""no nurses or medical staff on duty"", ""in process of hiring a replacement"", ""while they hire another nurse""]","[""Youth A has not taken any of his mental health medications because there are no nurses or medical staff on duty."", ""the former nurse left the facility a couple of weeks prior, and they are in process of hiring a replacement."", ""the facility must increase supervision of this process while they hire another nurse to ensure that medications are being administered and documented correctly.""]","The report explicitly documents a staffing gap as a direct cause of the incident. The facility had no nurse on duty (a key medical position unfilled) at the time, which created a coverage gap that contributed to medication documentation errors and procedural breakdowns. This is explicitly tied to the violation in the analysis and technical assistance sections."
a0af3485e6a049dd10d8998a8629887650b737b854ddd89a0aa31db4535875af,False,high,not_staffing_related,False,[],[],"The report documents an incident where a staff member used an improper restraint technique (bear hug and carrying a youth). The cause is attributed to individual staff misconduct and failure to follow trained procedures, not staffing levels. Staffing ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors. The policy violation was about how a restraint was performed, not about a lack of available staff to perform it correctly."
a1037f306a04b71c0f8014118ab01426885ab9a6b8bfbe4760ed768b2cf7bcd1,True,high,understaffed_at_incident_time,True,"[""short on staff"", ""filling in as direct care staff""]","[""Staff 1 is the placement coordinator for the agency and was filling in as direct care staff because they were short on staff."", ""Staff 3 is the clinical director who was also filling in as direct care staff.""]",The report explicitly states that Staff 1 (placement coordinator) and Staff 3 (clinical director) were filling in as direct care staff because 'they were short on staff.' This documented understaffing directly placed administrative/clinical staff in direct care roles during the incident where improper restraints and physical interventions occurred.
a11f2bc37aeb436ff1b3a485226844dbb2ba42c3065612a53d92b980d0b6ccf7,True,high,shift_coverage_gap,True,"[""not having enough staff"", ""was unable to pick up Youth A due to not having enough staff""]","[""Youth A was suspended from school and the facility was unable to pick up Youth A due to not having enough staff."", ""There was another youth home sick that day and the Youth Supervisor was the only staff at the facility."", ""She reported she indicated to the school it would take about one to one and a half hours to get staff in to come get Youth A.""]","The report explicitly documents a staffing problem that prevented the facility from responding to an emergency. The investigation notes the facility 'was unable to pick up Youth A due to not having enough staff' and that the Youth Supervisor was 'the only staff at the facility' because another youth was home sick. This created a coverage gap where no staff were available for transport, requiring a 1.5-hour delay to call in relief staff and resulting in law enforcement bringing the youth home. While the final analysis concludes this specific delay was 'reasonable,' the underlying condition of having only one staff member present is clearly documented as the cause of the inability to meet the immediate need."
a13c8f7f0ca71d3ec3a1cd0d9ceb67d5e4793207370f45ddf5c62562d8caab85,False,high,not_staffing_related,False,[],[],"The violation is about staff sleeping on duty and leaving the home unattended during their shift, not about insufficient staffing levels. The investigation reveals staff misconduct and failure to follow job duties, but there is no mention of understaffing, ratio violations, coverage gaps, or insufficient personnel. The issue is individual performance, not staffing numbers."
a140ae35d13f9614f4db95646b006524141030b84b6ff5ab4e7e0cb09b6cb695,False,high,not_staffing_related,False,[],[],"The report documents a restraint violation involving improper techniques (carrying a youth, pushing) that are explicitly stated to be unapproved per facility training. While multiple staff were present and involved, there is no mention of understaffing, failure to meet ratios, shift gaps, or insufficient personnel as a cause or contributing factor. The primary causes identified are individual staff's failure to follow approved restraint methods and policy, not staffing levels."
a16d71df2ed9129c69323c179514fa014f0cd0680153499fd52e4fbe37329c56,False,high,not_staffing_related,False,[],[],"The report documents failures to report suspected abuse to authorities (Children Services and licensing), failures to create safety plans, failure to document incidents, and poor professional judgment by specific staff. There is no mention of understaffing, shift coverage gaps, failure to meet ratios, or insufficient personnel as a cause or contributing factor. The violations stem from non-compliance with reporting protocols and individual staff performance."
a1b00d96c16c2a9aef2852c94b38c6a89d715e48f941569525e035a894c48946,False,high,not_staffing_related,True,"[""new third shift staff"", ""no fully trained"", ""ask for support when needed""]","[""Staff 1 reported he could not get another staff for support because this occurred outside and there a was new third shift staff member working."", ""Staff 2 is a brand new third shift staff and has not been fully trained in restraint training."", ""The safety plan notes that Staff 1 should ask for support when needed and to use verbal de-escalation.""]","The report mentions staffing (new/untrained staff and inability to get support), but the violation is directly attributed to Staff 1's individual misconduct—pushing a youth and failing to use proper de-escalation/restraint techniques. Staffing is not cited as the cause of the incident; the cause is Staff 1's emotional reaction and failure to follow policy, compounded by his prior coaching needs."
a1b690e1a2ca5940274ae9750d37cb2dcd6de7292fa8eb40581e119b9223cc60,False,high,not_staffing_related,True,"[""out of ratio"", ""staff-to-resident ratio"", ""direct care staff""]","[""ALLEGATION: The facility is out of ratio in the mornings."", ""APPLICABLE RULE: R 400.4127 Staff-to-resident ratio."", ""CONCLUSION: VIOLATION NOT ESTABLISHED""]","The report explicitly investigates an allegation about being 'out of ratio in the mornings' but concludes the violation was not established, finding the facility was in compliance with staff-to-resident ratios on the observed dates. The confirmed violations (mold/maintenance and medication) are attributed to maintenance requests, documentation, and nursing resignations, not insufficient staffing levels or coverage gaps at the time of the incidents."
a1c94e79014bc98771cb383cb2e2bb7aca2f83f8f36979d48c6c448b53e0bf89,False,high,not_staffing_related,False,[],[],"The report details a restraint incident where a staff member used an improper technique, resulting in a resident's self-harm. The analysis focuses on failure to follow behavior management protocols and inadequate training, with no mention of staffing levels, ratios, or coverage gaps as contributing factors. The violation is attributed to individual performance and training, not staffing issues."
a269cfe32662b36253b5e969157aba62dcfb8c7af598583ea80caf65bf5cb7f4,False,high,not_staffing_related,False,[],[],"The investigation report documents a violation related to a staff member vaping with youth, failing to confiscate contraband, and not following documentation procedures. There is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as contributing factors. The violation is attributed to individual staff misconduct and failure to follow policies, not to any staffing shortage."
a2854159bdccc0174e18636f1f6b177171342f6893d8b99c030a6e372b1f8e03,False,high,not_staffing_related,False,[],[],"The violation was established for failing to ensure a safe and acceptable environment (holes in walls, broken door, wet/dirty basement). The investigation report does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The report explicitly notes staff were present for scheduled shifts and that coverage was maintained, even discussing backup procedures if a staff member was late."
a2cb59444adeae0be1d9ffda627131b6441623dd83af2cbcf745d4a6b4600225,False,high,not_staffing_related,False,[],[],"The violation is clearly about a staff member bringing a weapon onto premises and leaving their vehicle unlocked, violating agency policy. Staff were present and responded during the incident (Supervisor 1, Staff 2), and staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors. The root cause is policy compliance and individual misconduct."
a2f69652940957b1cab68696b7a43cc22286691186c46f85e7b981c600d55768,False,high,not_staffing_related,False,[],[],"The violation is about a failure to properly report a youth's AWOL status to the required parties immediately upon determination, not staffing issues. The report explicitly states the cause was that 'The facility was unaware they needed to notify when a youth first went AWOL.' Staff were present and actively searching for the youth; the deficiency was in policy/procedure understanding and training, not staffing levels, ratios, or coverage gaps."
a2f986843c20ee69c70c6a2da37161709abb5c6fe17c57cf016970992d08a1fd,False,high,not_staffing_related,False,[],[],"The report documents allegations of physical intervention standards, medical attention, medication management, visitation, and therapy programming violations. Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as causes or contributing factors for any confirmed violations. The one confirmed violation (Rule 400.4109 regarding therapy services) attributes missed sessions to a therapist's medical leave and contracted therapist arrangements, not to general understaffing or coverage gaps."
a31b986db0d1ce1204b641b81ca3bd0511c1f0855209a7eb8859ee18c20cc00a,False,high,not_staffing_related,False,[],[],"The violation was caused by policy deficiencies (allowing unauthorized minor visitors, inadequate visitor verification procedures, and a policy gap regarding handling child visitors) and a failure in search procedures (scissors not detected during pat-down). Staffing levels, ratios, coverage gaps, or insufficient personnel are never mentioned as contributing factors. The report explicitly states 'Staff 1 supervised Resident E’s visit according to the visiting policy,' indicating staff were present and performing duties."
a3965facff00ae41cee0ddd30291f0e30f27c7129e0bbec2fd2d2f00fc1fdf09,False,high,not_staffing_related,False,[],[],"The violation involves a staff member punching a youth after being spit on and subjected to racial slurs. The report details the incident, interviews, and training records, but there is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel. The cause is attributed to individual misconduct and a failure to follow prohibited intervention policies, not staffing shortages."
a3d4caf785545a8630d7978dc253c1e892f76d8bbb246aaf9dea62b58314bb9a,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is specifically attributed to Staff 2's inappropriate application of restraint, supported by witness statements and analysis of the rule. The incident occurred with multiple staff present (three outside, including a supervisor). The cause is documented as a failure in judgment and policy application, not staffing."
a3ef0559c3c038e888da99f9078cc188eae5789840a6fd88858fa81b784af046,False,high,not_staffing_related,False,[],[],"The violation is about failure to enter restraint data into the MiSACWIS system due to staff losing system access, not requesting access back properly, and having supervisor hierarchy issues. There is no mention of understaffing, coverage gaps, ratio violations, or insufficient personnel as causes. The issue relates to system access procedures and administrative oversight, not staffing levels."
a450514b6ab4afbbc1ffb0a53689506a9a344061a60611dd981aed7cdfd82812,False,high,not_staffing_related,False,[],[],"The violations are entirely related to procedural failures in conducting a special evaluation: failing to fully inform the foster parent of allegations before questioning, not interviewing all household members, and not providing a verbal summary of findings. There is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The issues stem from policy/procedure adherence, training, and individual judgment, not staffing."
a4ce47f3b41e5f9a9576b60a206defba6a713c5d5647ccf00b19ac182cdae88d,False,high,not_staffing_related,False,[],[],"The incident was caused by staff not following established procedures for checking client contact lists and verifying visitor identities, not by insufficient staffing. The report details policy gaps, lack of training/awareness, and individual judgment errors as the root causes. There is no mention of understaffing, failure to meet ratios, or shift coverage gaps contributing to the violations."
a50dffe4b1c0b7e64aad43a0828d937779811216b2187508040d6ce92b4f5043,False,high,not_staffing_related,False,[],[],"The violation was a failure to enroll a medically fragile youth in school for almost two years. The report documents that multiple foster care specialists were assigned over time and that they failed to follow up adequately, but it does not cite understaffing, failure to meet ratios, shift gaps, or insufficient personnel as a cause. The root causes appear to be worker negligence, failure to verify information, and poor follow-up processes, not staffing levels."
a55e228be17aaea567695d50247500294096364973956f91eacc12b50a285df1,False,high,not_staffing_related,False,[],[],"The report documents violations related to procedural failures in evaluating foster home applicants and completing proper documentation. Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors. The violation centers on a licensing worker failing to update an evaluation with new information and allowing applicants to withdraw rather than recommending denial."
a6102fee495cd4d75c03b39eceda604891442c97e5e33668d49a1cfddd8e71f4,False,high,not_staffing_related,False,[],[],"The report documents a violation of required bed checks and falsification of records. Staff were present but failed to perform required checks and documented them falsely. No mention is made of understaffing, ratio failures, shift coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is attributed to staff failure to perform assigned duties, not a lack of staff."
a63dd0cb2cbd0fdc9a4e5089d08e856018ecb21362c7466816d52529b6347e66,False,high,not_staffing_related,False,[],[],"The report documents a staff member's repeated aggressive, unprofessional conduct and failure to follow directives and facility policies. The incident analysis focuses on Staff 1's emotional instability, pattern of behavior, lack of appropriate response to prior coaching/training, and failure to take responsibility. No mention is made of understaffing, staffing ratios, shift coverage gaps, or insufficient personnel as a cause or contributing factor. The violation is attributed to individual conduct and lack of emotional control, not staffing levels."
a6453237ab0819ed53b8c1f657a93bca2885a27ef3425a19e9518b734970be74,False,high,not_staffing_related,False,[],[],"The report documents an incident where Staff 1 used inappropriate restraint techniques and antagonistic language during a physical intervention with a resident. The analysis focuses on Staff 1's individual conduct, lack of proper de-escalation, use of prohibited techniques, and prior performance issues documented in a growth plan. There is no mention of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as causes or contributing factors. The violation is attributed to individual staff behavior and competency issues, not staffing levels."
